1566610906.19,Created on: ,2019-08-23 21:42:05.156
Timestamp,Barometer,Temperature
2019-08-23 21:42:05.156,16,23
2019-08-23 21:42:08.156,15,24
2019-08-23 21:42:11.156,14,25
