1566611573.52,Created on: ,2019-08-23 21:52:53.156
Timestamp,Barometer,Temperature
2019-08-23 21:52:53.156,13,25
2019-08-23 21:52:56.156,12,26
2019-08-23 21:52:59.156,13,26
