1566611705.65,Created on: ,2019-08-23 21:55:05.156
Timestamp,Barometer,Temperature
2019-08-23 21:55:05.156,16,26
2019-08-23 21:55:08.156,12,25
2019-08-23 21:55:11.156,13,22
2019-08-23 21:55:14.156,12,21
