1566611349.08,Created on: ,2019-08-23 21:49:09.156
Timestamp,Barometer,Temperature
2019-08-23 21:49:09.156,12,26
2019-08-23 21:49:12.156,16,26
2019-08-23 21:49:15.156,11,22
