1566613454.69,Created on: ,2019-08-23 22:24:14.156
Timestamp,Barometer,Temperature
2019-08-23 22:24:14.156,16,24
2019-08-23 22:24:17.156,18,24
2019-08-23 22:24:20.156,20,22
2019-08-23 22:24:25.156,18,21
2019-08-23 22:24:28.156,19,26
