1566615869.55,Created on: ,2019-08-23 23:04:29.156
Timestamp,Barometer,Temperature
2019-08-23 23:04:29.156,-999.99,-999.99
2019-08-23 23:04:32.156,-999.99,-999.99
2019-08-23 23:04:44.156,-999.99,-999.99
2019-08-23 23:04:47.156,-999.99,-999.99
2019-08-23 23:04:50.156,-999.99,-999.99
2019-08-23 23:04:53.156,-999.99,-999.99
2019-08-23 23:04:56.156,-999.99,-999.99
