1566611135.84,Created on: ,2019-08-23 21:45:35.156
Timestamp,Barometer,Temperature
2019-08-23 21:45:35.156,13,24
2019-08-23 21:45:38.156,12,23
2019-08-23 21:45:41.156,13,22
