1566613748.82,Created on: ,2019-08-23 22:29:08.156
Timestamp,Barometer,Temperature
2019-08-23 22:29:08.156,16,26
2019-08-23 22:29:11.156,16,26
2019-08-23 22:29:14.156,15,26
2019-08-23 22:29:17.156,18,26
2019-08-23 22:29:20.156,19,21
2019-08-23 22:29:23.156,16,21
2019-08-23 22:29:26.156,17,23
2019-08-23 22:29:29.156,20,23
2019-08-23 22:29:32.156,19,24
