1566506462.9,Created on: ,2019-08-22 16:41:02.156
Timestamp,Barometer,Temperature
2019-08-22 16:42:43.156,-999.99,-999.99
2019-08-22 16:42:45.156,-999.99,-999.99
2019-08-22 16:42:45.156,-999.99,-999.99
2019-08-22 16:43:28.156,-999.99,-999.99
