1566611289.01,Created on: ,2019-08-23 21:48:09.156
Timestamp,Barometer,Temperature
2019-08-23 21:48:09.156,16,24
2019-08-23 21:48:12.156,12,26
2019-08-23 21:48:15.156,12,23
