1566608725.08,Created on: ,2019-08-23 21:05:25.156
Timestamp,Barometer,Temperature
2019-08-23 21:05:26.156,11,21
2019-08-23 21:05:29.156,11,21
2019-08-23 21:05:32.156,11,21
2019-08-23 21:05:35.156,11,21
2019-08-23 21:05:38.156,11,21
2019-08-23 21:05:41.156,11,21
2019-08-23 21:05:44.156,11,21
