1566613117.73,Created on: ,2019-08-23 22:18:37.156
Timestamp,Barometer,Temperature
2019-08-23 22:18:37.156,18,25
2019-08-23 22:18:40.156,17,25
2019-08-23 22:18:43.156,17,23
2019-08-23 22:18:46.156,18,25
2019-08-23 22:18:49.156,18,24
2019-08-23 22:18:52.156,18,25
