1566611162.87,Created on: ,2019-08-23 21:46:02.156
Timestamp,Barometer,Temperature
2019-08-23 21:46:02.156,13,24
2019-08-23 21:46:05.156,12,23
2019-08-23 21:46:08.156,15,22
