1566611597.54,Created on: ,2019-08-23 21:53:17.156
Timestamp,Barometer,Temperature
2019-08-23 21:53:17.156,15,25
2019-08-23 21:53:20.156,15,25
2019-08-23 21:53:23.156,16,24
2019-08-23 21:53:26.156,13,25
