1566608602.91,Created on: ,2019-08-23 21:03:22.156
Timestamp,Barometer,Temperature
2019-08-23 21:05:00.156,11,21
2019-08-23 21:05:03.156,11,21
2019-08-23 21:05:06.156,11,21
2019-08-23 21:05:09.156,11,21
